instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Edhuku engalayum pichakaarana aakurathuka,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ENTHA GUJRATHIYAI ADETHU PALLAI UDAIYUNGHAL APPA SOLLA MATTAN PEZLAIKKA VANTHA DOG  NAIYE ENNA SOLLUHERAN TAMIL NATTAI VETTU THOURATHUNGHAL,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Yaenda HINDI TAMILAN adekuran avanta enda interview yaedukuringaa,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இறைவன் ஒன்று. மனிதர்கள் வரைந்த நாமத்தில் தான் இங்கு பிரச்சினை. இங்கு இறைவன் தான் பதில் சொல்லனும்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வடக்கன்கள் நரியை போல தந்திரமானவர்கள் அவர்களை உடனடியாக வெளியேற்ற விட்டால் தமிழ் மக்களுக்கு பேராபத்து,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழர்கள் கடைகளில் மட்டுமே பொருள்களை வாங்குங்கள்!,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @redminotemoto  அப் ஏன் குடிக்கிற தண்ணில மலம் கலக்குறீங்க கோவில் உள்ளே ஏன் விட மாட்றீங்க,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நீங்களெல்லாம் யூடுப்ல வீடியோ பண்றத விட்டுட்டு வேலைக்கு போங்க பாஸ் 😜😜😜,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Ithellam yosikara alaviku namaku enga knowledge kudukuranga intha tamil nadu Government 😂😂,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Super Andha Nayae Serupala Adi💪😂👍,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Pesama TN a thaniya pirichu  matha state la iruka tamilians vara sollitu nalu borderleyum Inga yarum Ulla Vara koodathu. Athe mathiri Inga irunthu yarum veliya poga koodathu nu board potrunga. Kaveri water kooda Ulla Vara koodathunu stricta sollidunga. Appa tha TN tamilarkalukku Mattuma irukkum. Athavathu North Korea Mari strict irukanumnu soldren. Appa tha TN munnera mudiyum.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @user-ke7gn7dp4c  உங்கள் தொடர்பு எண் பகிருங்கள் உறவே,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Engal srilankan tamilan avangla Tamil Nadu la konditu vanthtu...North Indians elarum avanga state ku anupunga ..,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Unakea vala ellamathan YouTube la irruka,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழ்நாட்டில் இருக்கிற கட்சிகள் எங்களுக்கு ஆதரவு கொடுத்திருந்தால் வட நாட்டுக் காரனுக்கு நாங்கள் ஏன் ஆதரவு தருகிறோம்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Fuck u motherfucker u tamilian people u roadside pig pail,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @liya-nf6ic  10 புக் வாங்கி படி நாட்டு நடப்பு என்ன கேட்டு தெரிஞ்சிக்கோ தின்கிற சோறு தமிழ் நாட்டுல இதுல பக்கத்து ஊரு காரனுக்கு சப்போர்ட் வேற மொதல்ல தமிழ் நாட்டுல என்ன நடக்குதுனு எல்லாம் தெரியவேண கொஞ்சமவது தெரிஞ்சிக்கோ,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,எவ்வளவு தான் சொன்னாலும்  இந்த pundai மவன்களுக்கு அறிவு வராது அந்த தேவுடியா மவன்களுக்கு இடம் கொடுக்காதிங்க sale பண்ணாதீங்க,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Avanga ethachum election or Holi kaga povanga,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Yanda pounda North India la numbala ithumari paina ebdi irukum pavam da vidungada roumba over poundaiya paindringa Mumbai tharavila oru ouriyea numba thanda akarmichitu irukoum avulavu rousam mana pounda irunthichi a anaga irukura alaungala Vara soulu papoum over pounda da ithu,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Vandarai vazhavaikkum tamizhagagathin  kalacharathai tayavittu  kedukkathir, tamizh ulagathin mudhal mozhi, mudhal inam, panpadu, nagarigam",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,டேய் மூடர்களே எல்லா கலையும் ஒன்றுதான் மனிதனாக இருக்க வாழும் வரை வாழுங்கள்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"50 லட்சம் தமிழர்கள் கர்நாடகா மாநிலம் முழுவதும் இருக்கிறார்கள். இது பற்றி உங்கள் கருத்து.
வயிற்று பிழைக்க புலம்பெரும் தொழிலாளர்கள் எல்லாம் மாநிலங்களில் மற்றும் நாடுகளில் இருக்கின்றனர்.
தற்போது தமிழக த்தில் வட இந்திய தொழிலாளர்களை நக்கல் கிண்டல் செய்வது தற்போது உள்ள Trend",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Modiyai Indiavai Vittey Thurattha Vendum Naam ... Naam Thamil❤️zhar❤️,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,அட பாவிகளா  ஓளி பண்டிகைக்கு  தான்  அவனுங்க  போறானுங்க  இதை  அப்படியே  மாத்தி  சொல்லு ராணுங்ங  கேடுகெட்ட  ஊடகங்கள்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Bro internationally export price cheapah quote pannadhan orders varum Tirupur ku.look at Bangladesh they are cost competitive and they snatch many orders from tirupur.if labour cost are high how will the export price ll become competitive?,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Naa Andhra Kaareen Naa mudaliar ennoda caste certificate Agamudayar,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,There is no safety for women. Be alert.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"பொழைக்க வந்த இடத்துல பொழைக்கனும்
அரசியல் என்கிற பேர்ல குறைக்க கூடாதுடா",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"😂😂😂 eppadiye erunga. Eppo ellam makkalaiyum kovil kulla viduvinga ??? Kovil makkaluku, avaluku mattum ellai",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Honest ah solra entha caste ah um pun patuthama elaraum commen ah pakura agamudayar i support muthaiya bro avaru etutha movie culture ah than caste base pani etuthu iruparu but caste ah matume etuka mataru,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ஆதிமுக திமுக ஆட்ச்சி அழியனும் இங்கு தெலுங்கனும் ஆரிய இனமும் தமிழ் நாட்டில் இருந்து வெலி ஏறனும் ஆட்ச்சி செய்யும் முட்டால் கூட்டம் சரி இல்லை,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,சாதி மத பேதமின்றி தமிழனாய் தமிழ் நாட்டை மீட்டெடுப்போம்.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Sister konjamachu enga idathula irunthu yosichu parunga namma velaiku ivan vettu vechuta namma nadu theruvula tha nikka mudiyum,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,It shows ur good heart....that's more important...in that way u r already a great man...👍👍👌👌❤❤ and u can mail or dm me in insta...details are in video description...thanks for sharing your past experience...,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Freedom app விளம்பரங்கள் செய்திகள் இடையில் போடாமல் செய்தி போடவும்........,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,RM K நீதாண்டா லூசு...அப்போ நாம் ஒற்றுமையாக இல்லை.இப்போது நாம் ஒற்றுமையாக இருக்கிறோம்.பெயர் மாற்றினால் மட்டும் நம்மீதுள்ள இழிவு போய்டுமா?? பட்டியல் வெளியேற்றமே எம்மின விடுதலை,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,படித்து முன்னேற பாருங்கள் மக்களே. சாதி ஒரு மாயை.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"அகமுடையார்... மிக சரியாக சொல்கிறாரார்...தஞ்சாவூர் அகமுடையார், தேவர் பட்டம்.மதுரை.ராமநாதபுரம், சேர்வை, ஆற்காடு சென்னை முதலியார், துளுவ வெள்ளாளர் எல்லோரும் ஒரே இனம் தான். சார்.ஆதிநாராயணன் சொல்வது சரிதான்",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Dei ungala than da mudhal la jail la podanum, train la ticket edukkama varathukae ungaluku jenma thandanai kudukkanum da….",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Ellame neenga thana entha jathiye illaiya  poda mental,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Reality is Tamils are too lazy to do hard work or either over qualified.. ask a Tamil guy to work in Fast food or construction, they wont !!",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"வடக்கன்களை அடிச்சு தமிழ் நாட்டை விட்டு விரட்டுங்கள். இவன்க கஞ்சா கொண்டு வந்து இங்கு விற்கிறான்க. துப்பாக்கி கொண்டு வந்து வச்சிருக்கான்க. இப்படி விட்டுக்கிட்டு, ஸ்டாலின் என்ன செய்கிறார்?",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @jockla1277 how you check anybody's race,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Adae avanva kodai Karanam aaga ஊருக்கு போரங்க da ipadiyae paesi valaththuvidunga,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Kerala Tamil Nadu aandra Karnataka Ellam onna sernthu thani naada marinal enga erukkira yella settum veliye anuppina avanunga kozhuppu ellame kuraiyum namma naalu manilam kattum vari vaithu evanunga government kitta kadan vangi namakku vatti ku vittu evanunga polaippu nadathuranga,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இவன் முதல்ல ஒழுங்கா வருமான வரி கட்டுகிறானா என்பதைக் கவனிக்க வேண்டும்.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வட  இந்தியrgal   packing for holy festival and other festival ....they are ஜாலி  jolly. They are dare enough to form a mass crowd of 300 to 400 workers and drive or chase the tamil natives. So arrest the vada indians who took weapons  belt  logs iron rods. Find out the truth who is behind them and instigating North indians and creating disharmony.   Thank you.,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,உங்கள் ஆட்சியை காண ஆர்வமாக உள்ளோம் அண்ணா,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Tamil person ponna than tamilnadu feel pannanum but why North Indian ?,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Ennanga ithu, ithukulam aduchipangla sanda potupangla😅😅, epdi potalum ore namam than, ellarum ottrumaya irungale",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Indha review edhukku bro Thamilanukku first support pannunga,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"They are not a north Indians,they are Bengalis .",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழனுக்கு ஒற்றுமை இல்லை இருக்கிறார் என்பதால் எல்லா நாட்டிலிருந்து துரத்தி அடிக்கிறார்கள் இது கடைசில இந்த இடத்தை கூட நம்ம வெளி போக வேண்டிய நேரம் வந்துவிட்டது,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Then why spending crores in military development .dont divert the issue .,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,வடக்கத்தியான் என்று நா 25 வருடத்திற்கு முன் இந்தியா வம்சாவழியாக வந்த எங்க மக்கள் வடக்கு யாழ்ப்பாணத்தில் வேலைக்கு போனா வடக்கத்தியான் என்று சொல்வாங்க,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @shanmugamvenkatesan5514   un pondatiya un ammava aprm thangachiya Ella akka ethula yaarachu 2 Pera engalaku kutikudikuriya naanga kasu tharom g pay la enna sollra 😁😁😁,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"​​ @devi9202  , Sivanum Thirumala Vananguvaru...",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Entha hindi kara naingalukku Ellam support pandra paradesinga ellarum,thamilanukku throgam nenaikiravangala than irukkum",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,apo nee bihar ku poi avanoda edatha aataya potru😂,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தாழ்த்தப்பட்டோர் சுவாசித்து விட்ட காற்றை அவனுங்கள சுவாசிக்க வேண்டாம் என்று சொல்லுங்க ..... இட ஒதுக்கீடு என்பதை சரியாக தெரிந்து கொள்ள சொல்லுங்க....... இன்னும் படிப்பறிவு இல்லாமல் இருக்கிறார்கள் ..... தான் உயர்ந்தவர்கள் என்று...... அய்யருக்கும் இட ஒதுக்கீடு மோடி அவர்கள் கொடுத்து உள்ளார் அது ஏன் என்று கேக்க சொல்லுங்க......,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழக மக்கள் இப்போவது வேலைக்கு போக..,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,North Indian atrocities too much in our Tamil Nadu and Puducherry state....,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Vatakkan vanthal jathikal seekkiram maranthuvitum athu arasiyalvathikku efvalvu periya aapathu.AN.G,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Black dress ayya swami devotee speaking 100% fact,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ஒங்கோத்தா.. எங்கலியா.. தப்பைக்கேரியா..  வெந்தேறி பையளுங்க..!,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,All All people is speaking tamil language 👌👌👌👌👏,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"என்னங்க இவர் இப்படி சொல்கிறார், கடுப்பு ஏத்துகிறார் ஆதி",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"yes send them back but we will send all the northies who are staying hear for more than 100 years, we dont do arajagam like them in the place we go",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"aabathai munnadiye kanikkira alavuku innum namma alunga valarala , future kanikirathula north thaan . namma aalunga aabathai anubavikum pothu thaan aiyo aabathu vanthutunu unara aarambipaargal.",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இவர்களின் அறியாமையை பயன்படுத்தி ! திமுக உல்லாசம்.,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழக இளைஞர்கள் தென்டங்கள் படித்துவிட்டு கெளரவம் பார்க்கிறார் கள்.அதனால் வடக்கன் எனக்கு வேண்டும்.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.," @s.s.k6472  தமிழ்நாட்டில் மட்டும்தான் வந்தவுடன் ரேசன் கார்டு, ஓட்டுரிமை, கேரளாவில் பதினைந்து வருடம் இருந்த பிறகே ரேசன்கார்டு பெரும் உரிமை...",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,மனிதன் முதன் முதலில் பிறக்கும் போது ஆதிவாசியாகத்தான் பிறந்தான். இதில் என்ன பள்ளர் பறையர் கள்ளர் னு தமிழனையே பிரிச்சி தமிழர்களே எதிரிபோல் பேசிகொண்டு இருங்கல். ஆனால் அங்க ஒட்டுமொத்த இட ஒதுக்கீடும் பறிபோகிறது. வட நாட்டுகாரன் இங்கு பதவி அமர்த்தபடுகிறான். நாடு எங்க தான் போகுதுனு தெரிவ,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"கையில் ஆயுதம் இல்லாமல் சண்டையா.
முதுகெலும்பு இல்லாத மண்புழுக்கள் மோதிக்கொள்வது போல இருக்கு.",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ஜாதி பெருமையை பேசிக்கொண்டு இருப்பார்கள் இவர்கள் வந்தால் தான் இவர்களை அடக்க முடியும் சரிதான் வணக்கம் ஒரு அடிச்சு துவைக்க போறாங்க வடக்கின்ஸ் மோசமான ஆட்கள்,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @meetastranger Beg to differ as I am an Anglo Indian whose mother tongue is not Tamil and I grew up in Chennai learning to speak Tamil. Many of my friends and their families who are North Indians have been settled for decades in Tamil Nadu and can speak in Tamil fluently. To be honest in other states of India they don’t have this problem as most of them are open to learning Hindi plus their own mother tongue. We should encourage Tamilians to be proud of Tamizh and learn English and Hindi. The loss is our people not being adaptable like others,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,உண்மையான தமிழன் சிந்தனைவாதி நேர்மையாளன் சகாயம் அவர்கள் அணியில் சேருங்க டா பார்ப்போம்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"My dear read the law. Untouchability is a crime not only in public places but also in private places. If you put a board in your house stating that ""Dalits are not allowed then it is a criminal offence"".",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Hindi Kara oru 50 pera vettuna evanum vara matta la😁😁😁😡😡🤣😈😈😈👿👿👿👿👿👿,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழ்நாட்ட விட்டு வெளியே போங்கடா கேன புன்டைகளா,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,1lakh kae vaaiya polakureenga... Tiruppur vandhu paarunga,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நான் 2009-ல் வந்தேன். பீகாரில் இருந்து வகுப்பு 1 கெசட்டட் அதிகாரி. என்னை மீண்டும் எனது இடத்திற்கு அனுப்புமாறு மத்திய அரசிடம் கோரிக்கை விடுங்கள்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இப்ப தெரியுமா இன்னும்  கொஞ்ச  காலத்திலே  தழிழ்நாடே காணாமல்  போகும்.,1
